m1,m2,m3,m4,m5,m6
1.677089,9.653417999999999,0.2168357,-0.003305105,-0.00113934,-0.01054144
1.6434369999999998,9.63,0.2267185,-0.0005653763,-0.0033726159999999997,-0.006666666999999999
1.6395830000000002,9.632603999999999,0.21869789999999997,-0.0009958202,-0.005146755,-0.004150935
1.629891,9.654946,0.2049456,-0.00224553,0.00040921589999999997,-0.0007252025
1.524729,9.634946000000001,0.2550542,-0.0006268923,0.0011111110000000001,0.0011111110000000001
1.63864,9.65068,0.2577997,-0.004507331,-0.0018238829999999999,0.006666666999999999
1.4694770000000001,9.630422,0.2326306,0.01165883,0.02341168,0.02057906
1.536418,9.650567,0.20886570000000002,0.0029275620000000003,0.006772871,0.007777778000000001
1.6353879999999998,9.625388000000001,0.23,0.0001258714,0.0003982164,0.01222222
1.5878450000000002,9.62,0.2221551,0.0037600740000000004,0.01350244,0.004358568
1.598486,9.685126,0.2366407,0.03303478,-0.02602028,0.02688213
1.720704,9.594927,0.20605570000000004,0.04545232,0.0007104097,0.03804129
1.738199,9.664261999999999,0.1504922,0.02382263,0.02291539,0.03034658
1.8468229999999999,9.638504,0.00532756,0.02788831,0.04183247,0.03909686
1.5374709999999998,9.642529,0.06747075,0.0186824,0.006677906999999999,0.01089339
1.9946270000000001,9.600747,0.03925307,0.007956666,0.02609222,0.01351222
1.7556150000000001,9.694452,0.03993285,-0.01667565,0.01297494,-0.005179197
1.6,9.546016,0.11876019999999998,-0.01073424,0.01397662,0.02211176
2.075368,9.616463000000001,0.09938951,-0.00936087,0.02458213,0.05936087
1.9310900000000002,9.643222999999999,0.09085292,-0.006304645,0.001598361,0.03596767
2.229939,9.503343,0.03334347,-0.0029002520000000003,0.009949706,0.04139983
1.9175900000000001,9.560072,0.1250358,-0.007429533,-0.02487561,-0.006583741999999999
2.287028,9.6,0.2749873,-0.0001724906,0.01502156,-0.0009817432
2.0629779999999998,9.580699000000001,0.2184192,0.03134334,-0.01379779,-0.05438371
1.8334720000000002,9.499025,-0.07652794,0.05038313,-0.0249261,-0.04946908
1.9078279999999999,9.697828,0.04651662,0.04909214,-0.04273709,-0.04262872
1.6902849999999998,9.518398,-0.04028453,0.08832334,-0.0352398,-0.03161071
1.6679169999999999,9.654417,-0.16141670000000002,0.070701,-0.03702435,-0.01064857
1.7004290000000002,9.643499,-0.2339278,0.12085339999999999,-0.09008865,-0.03299113
1.816904,9.505516,-0.46345200000000003,0.103323,-0.05110074,-0.0042149629999999995
1.8101180000000001,9.610118,-0.7101177,-0.000457991,-0.0414007,-0.01901007
1.585608,9.81,-0.2871641,-0.05580915,0.05488235,0.02504836
2.069541,9.615496,-0.1974813,0.01716061,0.01572513,0.0006171719
1.52,9.715238000000001,-0.479707,-0.0328888,0.06390456,0.03879354
