m1,m2,m3,m4,m5,m6
-0.2266625,9.07,3.4800120000000003,0.0027072040000000004,-0.008121613,-0.00521172
-0.23022420000000002,9.07,3.470448,0.003333333,-0.004153591,-0.0036241859999999997
-0.22,9.08576,3.4715190000000002,-0.003878968,0.0027876990000000003,-0.004161705999999999
-0.2951605,9.080321000000001,3.480321,0.0006041639,-0.0056527719999999995,-0.001747681
-0.18350139999999998,9.062997,3.469496,-0.00013242,-0.008042618,-0.0022222220000000003
-0.2619391,9.067739999999999,3.49968,0.0,0.0006554066000000001,-0.01310548
-0.2479788,9.055992999999999,3.457979,0.0004582168,-0.007560145999999999,0.0
-0.155502,9.071003999999999,3.465502,-0.0022439879999999997,0.0005392312999999999,0.005555556
-0.1896642,9.078066999999999,3.486134,0.005002355,0.01000942,0.006108756
-0.18792879999999998,9.091793,3.461793,0.002422512,0.008888889,0.004928947
-0.29672600000000005,9.082655,3.4963269999999995,0.0011111110000000001,0.01198908,0.0015737729999999999
-0.2468844,9.07,3.4768839999999996,0.0035481320000000003,0.01960752,0.004014846
-0.20268570000000002,9.0703,3.445671,0.0009786143,-0.009792732,-0.0053482880000000005
-0.23970729999999998,9.03477,3.5123010000000003,0.008888889,-0.04086728,-0.02077238
-0.2882105,9.095522,3.486567,0.01557667,-0.04246979,-0.05
-0.02183524,9.085459,3.4627529999999997,0.01555556,-0.04537059,-0.05566144
0.09929245,9.304960000000001,3.531653,0.01927282,-0.10975339999999999,-0.1190262
-0.27885370000000004,9.200288,3.640858,0.02031708,-0.1101585,-0.1617063
-0.30047070000000003,9.061404,3.4176550000000003,0.04015519,-0.1006642,-0.23608939999999998
-0.5024073,9.027316,3.41,0.03237355,-0.1635365,-0.3559618
-0.8110586,9.07,3.351346,0.03836541,-0.1847703,-0.42731850000000005
-1.325712,8.967428,3.492285,0.04424144,-0.1546474,-0.49976499999999996
-2.152294,8.875647,3.4235879999999996,0.06208534,-0.2254187,-0.5072142
-2.52618,9.01817,3.37374,0.06376635,-0.1092124,-0.25105879999999997
-2.578267,9.64358,3.621108,0.09438243,-0.287064,-0.1499937
