m1,m2,m3,m4,m5,m6
0.4845667,8.438189,4.87,-0.0044444440000000005,-0.0107544,-0.01333333
0.4786646,8.438665,4.894006,0.003333333,0.005580681,0.0121971
0.6092619,8.458524,4.9,0.005679869000000001,0.0018275029999999999,0.0007163921000000001
0.4906167,8.440617,4.872466999999999,-0.001931327,-0.0005817902,-0.0036242279999999997
0.5579108,8.41,4.909478,0.001736991,0.006541491,0.0044444440000000005
0.5386061,8.478606,4.897212000000001,0.001291795,-0.001791624,-0.0008958119
0.529714,8.429714,4.860286,0.0006884022,-0.001799513,-0.0002113544
0.530542,8.410271,4.9097290000000005,0.0022222220000000003,-0.0019167829999999998,0.002527661
0.529431,8.49,4.860569,0.0008827946000000001,0.002891936,0.001780825
0.62,8.400107,4.880053,0.000893265,0.004684171,0.002679795
0.55801,8.44801,4.87801,0.00031557279999999997,-0.007462205,-0.008257743
0.5945394,8.431092,4.905632,-0.000891938,0.002237468,0.0022222220000000003
0.5225635999999999,8.417436,4.8948730000000005,0.0001119556,-0.0021102670000000003,-0.003333333
0.5317814000000001,8.448219,4.88,0.002534452,0.006666666999999999,0.0019099929999999998
0.5312387,8.448761,4.906903,0.004188013,0.0030769020000000003,0.001965791
0.5285043,8.445513,4.905513,-2.1548049999999998e-05,0.001452751,-0.0011326589999999998
0.5612187,8.42,4.908780999999999,0.003635508,0.0039392509999999995,0.0005051932
0.4988222,8.447644,4.851178,-0.0056305719999999995,-0.009481952,-0.0044444440000000005
0.54,8.43,4.898327,0.0011111110000000001,0.0,-0.0007203963000000001
0.4662684,8.458756,4.931244,0.00423457,-0.004972839000000001,-0.0005827167
0.6310682,8.442136,4.888932,0.006139741999999999,0.003654057,0.007250853000000001
0.49058320000000005,8.46435,4.8937669999999995,-0.00190719,0.0011111110000000001,0.0002653598
0.5712139,8.443642,4.938786,0.0002564791,0.01085463,0.01034167
0.43522790000000006,8.448409,4.953181,0.007777778000000001,-0.0102689,0.00191781
0.5570328,8.427407,4.842593,0.006124975,-0.01224995,0.002520796
0.5330085999999999,8.453009,4.918496,0.007420627,-0.002599202,0.003333333
0.5785725,8.451427,4.8542819999999995,0.0158739,-0.002066148,0.01079277
0.6382143,8.363155,4.824523999999999,0.0160173,0.01911976,0.01486294
0.5959296,8.414824000000001,4.811106,0.00318865,0.009348924,0.001038769
0.585259,8.43,4.8378879999999995,0.0011111110000000001,0.00310736,0.002369745
0.5155445,8.481683,4.838911,0.001824066,-0.002935178,-0.001824066
0.58,8.48,4.857398,-0.0003198501,0.0042845190000000005,0.003173408
0.5626505999999999,8.465301,4.85,-0.001233416,-0.00036691459999999996,-0.005188641
0.58,8.46,4.875001999999999,0.0,-0.0009810827000000001,0.0009160686
0.5223389,8.446169,4.916169,0.001174173,-0.00511412,0.0022222220000000003
0.5272536,8.485164,4.837582,0.0014226920000000001,0.005659416,0.008888889
0.6306254,8.45,4.857344,0.002102779,0.001863893,0.009880557
0.5886404000000001,8.461521000000001,4.85,-0.002990822,0.005213044,0.00017125580000000001
0.6332928000000001,8.446707,4.804939,0.0022222220000000003,0.005293909,0.0015250889999999999
0.5918699000000001,8.43,4.82187,0.0027371220000000003,-0.003035228,-0.007777778000000001
0.6146449,8.466192999999999,4.853807,0.00018362119999999998,0.003826118,-0.003642497
0.6166144,8.448346,4.841732,-0.0008537644,0.0,-0.006666666999999999
0.5776076,8.448405000000001,4.8392029999999995,-0.008888889,0.0007757787,-0.01266267
0.5700208000000001,8.479938,4.879938,0.001758765,0.001758765,-0.002869876
0.5658635999999999,8.464136,4.86,-0.001348865,0.005555556,0.003333333
0.5698945,8.46,4.869683,0.005555556,-0.0017477460000000001,0.000474476
0.6298796,8.48992,4.81992,0.001343891,-0.005788336,-0.0004655604
0.6295347,8.469767,4.810233,0.0035033240000000004,0.0006405507,0.005320275
0.6898448,8.390155,4.900155000000001,0.008451555,0.005573331999999999,0.0022222220000000003
0.5493005,8.4731,4.83,0.002784015,0.004798182,0.002405328
0.621814,8.450907,4.878186,0.004039982,0.0001348208,0.002491864
0.6949433,8.480989,4.787033999999999,-0.002778323,-0.0036102940000000004,-0.01694472
0.2569265,8.383541000000001,4.962918,-0.01610948,-0.0002655164,-0.0349951
0.47296179999999993,8.410592,4.8870379999999995,0.007498368,0.01751142,0.01944771
0.6401628,8.439967,4.8300980000000004,-0.002455434,-0.01510745,-0.02089622
0.3602613,8.450261,4.900523000000001,0.003574992,0.0030443809999999996,-0.0032361509999999996
0.6620979,8.457259,4.83,0.006347701999999999,0.02301437,0.02030843
0.41837529999999995,8.412792,4.918833,0.004384275,-0.0038039859999999997,-0.0030431890000000004
0.4894041,8.468119,4.882477,0.005555556,0.00592826,0.008888889
0.5061527,8.41,4.866924,-0.0006751328,0.00047830889999999997,0.002559789
0.5845303000000001,8.44453,4.804530000000001,0.005555556,-0.0001337464,0.0022222220000000003
0.5332243,8.47,4.907204,0.002470044,-0.005647467,0.00043164470000000004
0.5523515999999999,8.419406,4.872945,0.0051277679999999996,0.0014527729999999999,0.0074361159999999996
0.56,8.413244,4.903244,0.003333333,0.008540309,-0.002984754
0.5548457,8.42,4.911093,0.007285818,0.002883771,0.004978801
0.5450413000000001,8.463388,4.868347,0.0009543974000000001,-0.002697068,0.00619182
0.5934128000000001,8.423174000000001,4.873532,-0.0007996827,-0.0003998414,0.001510952
0.5476999,8.4577,4.8846,-0.0011111110000000001,-9.720005e-05,-0.001819452
0.4801397,8.42324,4.88,0.004724184,0.004442875,0.006666666999999999
0.6501482,8.456617,4.796765,-0.00037003059999999997,0.005185525,0.008518858
0.6643871,8.461580999999999,4.87,-0.005080981,0.002858759,-0.003225358
0.5767689,8.46,4.863231,-0.0016568529999999998,-0.002709085,-0.003859449
0.51,8.478524,4.845682,-0.0033528459999999996,-0.005536043,-0.0022027089999999997
0.6102635000000001,8.493245,4.863509,-0.0016819839999999999,-0.0133027,-0.005555556
0.6325710999999999,8.456286,4.86,-0.002913835,-0.007777778000000001,-0.00417233
0.59,8.475014,4.8037529999999995,-0.0011111110000000001,-0.0037506220000000003,-0.00041728830000000003
0.67,8.469501,4.8665,0.0013553729999999998,0.002666058,0.01188858
0.6721090999999999,8.444739,4.8552610000000005,0.01111111,-0.009917556999999999,0.005390669
0.5684045999999999,8.443688,4.823688,0.0033054509999999996,0.01276384,0.01615293
0.7233514,8.446676,4.873311,0.0022222220000000003,0.0011394089999999999,0.001167708
0.616482,8.471759,4.791759,0.0017103,-0.01367656,-0.0044444440000000005
0.6781023,8.485474,4.8,-0.0006590967,0.00794701,0.009095971
0.6233811,8.460072,4.813308999999999,-0.008065342,-0.006666666999999999,-0.01498043
0.5230352,8.47,4.839106,-0.01222872,0.007192983000000001,-0.007784275
0.31205659999999996,8.003323,5.289605,-0.003789753,0.1510832,0.07991532
0.9222302,5.9038129999999995,6.116834,-0.8673629999999999,0.24180729999999998,0.3726512
1.541031,4.566082,7.410310000000001,-2.1739900000000003,-0.03206844,0.6034172
2.35312,6.0380970000000005,8.35,-2.787707,-0.28775429999999996,0.6708748000000001
1.8253669999999997,6.414013,7.97801,-2.065716,-0.4506489000000001,0.4259425
0.02933998,1.782573,9.518914,-0.09338577,0.1626548,0.03790886
0.9996071,2.3839810000000003,9.983342,-0.431605,-0.1859639,0.03034195
2.597464,1.8926779999999999,9.819258999999999,-0.2824729,0.15385539999999998,-0.0025471829999999997
1.584396,1.8060990000000001,9.335975,-0.1475725,0.04686524,-0.14942660000000002
1.720001,1.396,9.323999,-0.11281179999999999,-0.10940060000000001,-0.1100097
2.475007,1.656262,9.35873,-0.04551609,0.06254037,-0.01801579
2.051531,1.597704,9.358852,0.03857696,0.01857309,-0.0009512747
1.68,1.4345510000000001,9.240310000000001,0.0380583,-0.01969754,-0.03568485
1.957368,1.223882,8.915658,0.01920605,-0.0231758,-0.05746131
1.9632049999999999,1.488983,9.028906,-0.05179346,0.01196863,-0.03145229
1.8222200000000002,1.46222,9.257407,-0.06480957,0.01101196,-0.01175795
1.669312,1.51,9.301376,-0.03822238,-0.013185,0.01525929
1.910985,1.393498,9.118522,-0.03032662,0.02160104,0.003170025
1.965097,1.386938,9.172655,-0.06307512,0.101904,0.04805428
1.7581759999999997,1.332719,9.74,-0.06530604,-0.001256137,0.05451696
1.4282620000000001,1.250335,9.775518,0.01411696,-0.04100195,-0.06250488
1.890853,1.100427,9.33,0.04616772,-0.0009979015,-0.04888889
2.350099,1.163267,9.475545,0.01483535,0.0612651,0.1009003
1.7,1.188389,9.534195,0.01189504,0.006598611999999999,0.1002591
1.721673,1.215409,9.504164,-0.005766326,-0.008227948,-0.05931043
2.075066,1.227533,9.404156,-0.003789507,-0.00119258,-0.06359074
1.6962549999999998,1.2312530000000002,9.522501,0.008422451,-0.02386804,0.0168449
1.9048630000000002,1.19,9.505412,-0.003663204,0.005075228,-0.006365754
1.75415,1.22,9.533961999999999,-0.009577841,-0.004022285,-0.007355619
1.7501740000000001,1.1649129999999999,9.549826,0.0001108258,-0.0005001426000000001,-0.01
1.781216,1.221216,9.491216,-0.0014279829999999999,-0.004127573,-0.009079835999999999
1.8321479999999999,1.21,9.574641999999999,-0.003919962,0.0112354,-0.0005866288
1.9006619999999999,1.241618,9.55,0.008591929,0.001034382,-0.007667662
1.7797009999999998,1.23515,9.46485,-0.0011111110000000001,0.0025168779999999997,-0.006741209000000001
1.8630939999999998,1.268342,9.547624,-0.0002835071,0.003735204,-0.004751813
1.758258,1.2291290000000001,9.535436,0.0007152302,0.002541572,-0.01150699
1.856644,1.293289,9.506711,0.01207866,0.01187578,0.01520911
1.85,1.1962270000000002,9.396227,0.009836092,0.003806935,-0.0028597320000000002
1.8137729999999999,1.21033,9.523114,-0.007889035,0.002722149,0.00011125709999999999
1.786195,1.220177,9.498407,-0.007269715,-0.008190854000000001,-0.007682791
1.861409,1.235682,9.484318,-0.007008604,-0.004871829,-0.0027350540000000002
1.8623720000000001,1.245593,9.514407,-0.007469043000000001,0.0025614970000000003,0.0049380859999999995
1.859262,1.21,9.471475,-0.002674283,-0.001233647,-0.003333333
1.825204,1.2291219999999998,9.507837,-0.003625153,0.005263736,-0.007485958000000001
1.880527,1.1589450000000001,9.479472999999999,-0.0002963399,0.009185229,0.001407451
1.82,1.263643,9.545452000000001,-0.003095541,0.0011111110000000001,-0.0008200047
1.8242029999999998,1.218987,9.495797,-0.0025006,0.0022222220000000003,-0.006203504
1.79528,1.20888,9.50416,-0.005033564,-0.0008836788,-0.006961226
1.8551229999999999,1.140082,9.524795,-0.006978064,-0.001288031,-0.008754412
1.8,1.25902,9.52549,-0.000837064,-0.001948175,0.00360738
1.82,1.20333,9.5,-0.0044444440000000005,0.003053353,-0.01027998
1.8154,1.206201,9.52,-0.00949862,0.0014159770000000001,0.0006097313
